1381204800.000000 264.625 74.97 86.42
1381291200.000000 165.035 52.95 90.76
1381377600.000000 108.335 39.32 90.695
1381464000.000000 110.87 37.945 91.48
1381550400.000000 147.05 39.73 88.53
1381636800.000000 162.185 41.295 87.655
1381723200.000000 170.93 42.67 87.755
1381809600.000000 176.33 44.555 87.56
1381896000.000000 178.69 46.355 87.66
1381982400.000000 192.62 48.1 87.665
1382068800.000000 202.39 50.22 87.7
1382155200.000000 167.175 44.345 90.705
1382241600.000000 146.41 38.02 91.71
1382328000.000000 167.715 41.465 90.605
1382414400.000000 122.55 33.885 94.945
1382500800.000000 124.555 35.1 93.865
1382587200.000000 140.935 38.25 93.65
1382673600.000000 146.545 39.975 93.395
1382760000.000000 166.91 43.1 96.46
1382846400.000000 176.165 43.28 91.865
1382932800.000000 181.145 44.725 90.585
1383019200.000000 174.415 47.585 89.75
1383105600.000000 186.145 47.635 89.23
1383192000.000000 193.095 48.135 89.205
1383278400.000000 201.695 48.83 89.06
1383364800.000000 206.125 49.17 88.985
1383451200.000000 203.355 49.24 89.085
1383537600.000000 197.62 50.255 88.97
1383624000.000000 206.235 51.15 89.055
1383627600.000000 206.625 51.26 88.93
1383714000.000000 217.305 52.635 88.935
1383800400.000000 223.65 53.29 89.02
1383886800.000000 221.69 51.99 89.34
1383973200.000000 226.135 53.025 89.44
1384059600.000000 231.845 54.39 89.735
1384146000.000000 234.43 55.08 90.01
1384232400.000000 236.605 55.27 90.37
1384318800.000000 238.965 55.545 90.855
1384405200.000000 235.84 53.985 91.275
1384491600.000000 237.03 53.87 91.67
1384578000.000000 243.175 56.725 91.8
1384664400.000000 229.68 58.995 92.025
1384750800.000000 253.095 58.9 92.54
1384837200.000000 257.05 59.915 92.955
1384923600.000000 254.645 58.99 93.555
1385010000.000000 256.92 59.555 93.915
1385096400.000000 219.95 60.41 94.13
1385182800.000000 242.32 65.74 95.295
1385269200.000000 261.415 65.9 95.405
1385355600.000000 267.52 62.405 94.985
1385442000.000000 265.355 60.66 95.31
1385528400.000000 263.94 59.045 95.52
1385614800.000000 256.22 55.97 96.17
1385701200.000000 257.415 56.76 96.465
1385787600.000000 253.48 58.545 96.27
1385874000.000000 259.295 57.68 96.73
1385960400.000000 261.015 57.21 97.02
1386046800.000000 263.945 57.705 97.12
1386133200.000000 261.17 57.8 97.015
1386219600.000000 256.715 58.43 97.64
1386306000.000000 273.695 61.0 97.625
1386392400.000000 279.255 62.7 97.755
1386478800.000000 264.43 64.405 98.035
1386565200.000000 266.84 61.305 99.445
1386651600.000000 276.155 61.15 99.23
1386738000.000000 270.78 59.46 99.66
1386824400.000000 262.855 57.645 100.24
1386910800.000000 259.965 57.11 100.825
1386997200.000000 260.39 57.72 100.67
1387083600.000000 258.865 57.09 100.97
1387170000.000000 253.685 55.18 101.595
1387256400.000000 245.26 52.465 102.055
1387342800.000000 242.565 51.885 102.235
1387429200.000000 245.19 53.385 101.75
1387515600.000000 223.65 56.815 100.31
1387602000.000000 226.935 60.33 100.355
1387688400.000000 249.53 60.815 101.12
1387774800.000000 256.825 60.42 100.91
1387861200.000000 263.235 58.475 100.56
1387947600.000000 261.355 56.345 100.85
1388034000.000000 262.67 56.54 100.93
1388120400.000000 259.98 55.465 100.955
1388206800.000000 261.555 56.07 100.875
1388293200.000000 263.255 56.745 100.8
1388379600.000000 268.655 58.86 100.505
1388466000.000000 262.65 60.145 100.48
1388552400.000000 249.135 60.285 100.72
1388638800.000000 251.43 59.64 100.92
1388725200.000000 178.43 49.69 104.9
1388811600.000000 130.425 46.355 105.46
1388898000.000000 145.515 49.415 102.725
1388984400.000000 158.895 51.605 102.175
1389070800.000000 173.47 53.32 102.715
1389157200.000000 185.365 55.12 102.585
1389243600.000000 193.32 55.735 101.875
1389330000.000000 197.17 56.61 101.395
1389416400.000000 201.655 57.175 101.075
1389502800.000000 135.935 43.51 91.47
1389589200.000000 129.37 43.73 77.46
1389675600.000000 140.08 45.855 76.935
1389762000.000000 150.71 47.775 77.38
1389848400.000000 165.09 48.59 77.69
1389934800.000000 183.655 49.08 78.075
1390021200.000000 191.54 49.64 78.71
1390107600.000000 199.215 50.965 79.48
1390194000.000000 204.67 51.995 80.175
1390280400.000000 195.37 52.53 80.815
1390366800.000000 192.615 53.05 81.56
1390453200.000000 196.875 52.87 82.205
1390539600.000000 203.09 54.355 82.48
1390626000.000000 200.675 52.875 82.85
1390712400.000000 199.57 52.155 83.32
1390798800.000000 204.285 54.155 83.475
1390885200.000000 197.485 54.605 83.325
1390971600.000000 205.31 55.875 83.215
1391058000.000000 212.795 55.795 83.36
1391144400.000000 207.61 57.305 83.59
1391230800.000000 168.855 64.695 85.515
1391317200.000000 208.415 64.19 82.14
1391403600.000000 235.23 65.585 80.495
1391490000.000000 234.65 63.665 80.895
1391576400.000000 240.95 65.065 81.47
1391662800.000000 240.345 63.6 81.625
1391749200.000000 227.68 65.925 82.235
1391835600.000000 221.91 71.025 86.695
1391922000.000000 253.54 73.04 84.03
1392008400.000000 289.625 74.835 83.255
1392094800.000000 286.73 72.535 81.99
1392181200.000000 283.67 73.84 82.01
1392267600.000000 260.23 69.465 83.795
1392354000.000000 250.615 67.515 84.55
1392440400.000000 257.39 70.15 83.94
1392526800.000000 268.715 74.535 83.25
